sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,age_group
non,bac+2,regions_touristiques_services,non,1310,marié,0.0,0.04,324.0,5000.0,500.0,30-44
non,doctorat,regions_industrielles,oui,2709,veuf,,0.91,,5000.0,500.0,45-59
oui,aucun,regions_industrielles,non,3343,,,0.63,,492.61,8035.072957001052,18-29
non,bac,regions_touristiques_services,non,1619,divorcé,,0.62,483.0,830.99,500.0,45-59
oui,master,regions_touristiques_services,non,3741,marié,4.0,0.14,,1154.45,2841.905005728218,18-29
non,bac,regions_touristiques_services,oui,2811,veuf,,0.43,,10000.0,500.0,18-29
non,doctorat,regions_industrielles,non,922,célibataire,,0.42,,10000.0,500.0,18-29
non,bac,regions_touristiques_services,oui,2654,célibataire,,0.5,577.0,166.71,500.0,60+
oui,bac+2,regions_tertiaires,non,1559,,3.0,0.7,820.0,10000.0,28209.424260254447,45-59
non,bac,Provence-Alpes-Côte d’Azur,oui,2659,,4.0,0.67,,5000.0,500.0,30-44
oui,master,region_parisienne,oui,500,,,0.65,433.0,10000.0,500.0,45-59
oui,doctorat,regions_tertiaires,non,4347,marié,,0.36,474.0,829.28,33600.31582110278,45-59
non,doctorat,regions_tertiaires,oui,666,marié,5.0,0.03,685.0,5000.0,9654.116287509927,30-44
non,aucun,region_parisienne,non,1933,divorcé,1.0,0.3,,1263.56,7419.553478831272,45-59
non,bac,regions_touristiques_services,non,2121,divorcé,,0.16,396.0,10000.0,11944.279667941835,45-59
oui,bac+2,region_parisienne,non,3096,veuf,,0.85,,609.05,500.0,18-29
oui,bac,Provence-Alpes-Côte d’Azur,oui,4663,divorcé,3.0,0.46,478.0,694.46,500.0,45-59
oui,master,regions_tertiaires,oui,3335,,4.0,0.89,624.0,,11554.821967787862,30-44
oui,doctorat,regions_industrielles,non,3133,marié,,0.72,636.0,10000.0,39892.85028994767,30-44
non,bac,regions_touristiques_services,oui,2515,veuf,3.0,0.33,,657.94,500.0,60+
oui,doctorat,region_parisienne,non,1714,veuf,3.0,0.82,,,7044.443319388295,18-29
non,bac+2,Provence-Alpes-Côte d’Azur,non,2052,veuf,2.0,0.02,,10000.0,500.0,30-44
non,bac,regions_touristiques_services,oui,4037,marié,,0.51,726.0,5000.0,16955.845912240813,45-59
oui,master,Provence-Alpes-Côte d’Azur,non,2218,,,0.33,794.0,5000.0,13431.539157366033,30-44
non,bac+2,regions_touristiques_services,oui,2742,,4.0,1.0,615.0,,500.0,60+
oui,aucun,regions_industrielles,non,1023,veuf,,0.09,,10000.0,500.0,45-59
non,bac+2,regions_touristiques_services,oui,4829,,2.0,0.57,,483.1,4259.007150531642,18-29
oui,bac+2,Provence-Alpes-Côte d’Azur,non,1889,marié,,0.02,484.0,479.92,29476.08770791101,30-44
non,bac+2,regions_tertiaires,oui,2532,divorcé,5.0,0.04,,514.02,3980.025127793752,45-59
non,bac+2,regions_industrielles,non,660,divorcé,,0.51,,5000.0,500.0,60+
non,doctorat,region_parisienne,non,2978,marié,5.0,0.12,,10000.0,1283.8464768045365,30-44
non,master,regions_touristiques_services,non,2060,célibataire,,0.97,,,500.0,30-44
non,bac,regions_touristiques_services,oui,3897,veuf,1.0,0.71,639.0,,770.868971321893,30-44
non,bac,regions_touristiques_services,oui,3139,,,0.52,378.0,10000.0,500.0,18-29
non,master,regions_tertiaires,oui,3560,veuf,,0.12,622.0,1100.44,21752.35998017089,30-44
non,bac+2,regions_industrielles,oui,2162,,3.0,0.61,470.0,,500.0,18-29
non,master,regions_tertiaires,oui,3006,divorcé,0.0,0.57,536.0,,14623.449797005103,45-59
oui,bac,regions_touristiques_services,oui,1842,divorcé,,0.15,,479.69,4173.210101268381,45-59
non,master,regions_touristiques_services,non,1145,marié,,1.0,,896.05,500.0,60+
oui,aucun,regions_touristiques_services,oui,3722,,,0.99,430.0,,8938.884620362016,30-44
oui,aucun,regions_tertiaires,oui,1496,célibataire,,0.98,597.0,5000.0,500.0,30-44
non,aucun,regions_tertiaires,oui,4550,,,0.7,483.0,10000.0,500.0,45-59
non,bac+2,regions_touristiques_services,non,2423,veuf,,0.89,,5000.0,500.0,30-44
non,bac+2,regions_industrielles,non,5957,marié,5.0,0.52,,540.85,500.0,30-44
oui,bac,regions_touristiques_services,non,721,veuf,,0.43,762.0,10000.0,500.0,60+
non,master,Provence-Alpes-Côte d’Azur,oui,500,marié,2.0,0.31,695.0,,2388.852790261776,60+
oui,doctorat,regions_touristiques_services,oui,2261,,2.0,0.81,,,20804.09006294792,18-29
oui,aucun,regions_touristiques_services,oui,4034,marié,,0.71,740.0,,500.0,30-44
oui,bac,Provence-Alpes-Côte d’Azur,oui,1851,,0.0,0.3,583.0,10000.0,4330.739667182579,60+
non,master,regions_tertiaires,oui,1493,veuf,4.0,0.31,,10000.0,11379.84588857202,30-44
oui,bac+2,regions_tertiaires,oui,1918,célibataire,,0.48,714.0,,11980.911853832537,60+
non,aucun,regions_tertiaires,oui,1430,veuf,2.0,0.79,844.0,5000.0,500.0,45-59
non,master,region_parisienne,oui,2390,célibataire,4.0,0.08,,,13334.048021918,60+
non,master,regions_industrielles,non,2904,divorcé,2.0,0.14,,10000.0,500.0,45-59
non,bac,Provence-Alpes-Côte d’Azur,non,2363,veuf,,0.56,,5000.0,9703.29667578347,30-44
oui,bac,regions_industrielles,oui,2112,marié,,0.48,790.0,1146.06,500.0,60+
oui,doctorat,Provence-Alpes-Côte d’Azur,non,2653,,,0.32,318.0,951.74,34317.578219620824,30-44
non,bac,regions_tertiaires,oui,3487,veuf,1.0,0.86,,443.05,500.0,30-44
oui,master,regions_touristiques_services,non,3447,célibataire,,0.35,679.0,,41854.57781407262,18-29
non,aucun,regions_industrielles,non,1237,divorcé,,0.33,,10000.0,500.0,30-44
non,aucun,regions_tertiaires,oui,1806,,,0.96,,5000.0,500.0,30-44
non,doctorat,regions_tertiaires,oui,1543,,,0.15,581.0,5000.0,500.0,60+
oui,aucun,Provence-Alpes-Côte d’Azur,non,4251,célibataire,,0.73,,5000.0,16834.86614317457,60+
oui,bac+2,regions_tertiaires,non,5086,veuf,,0.75,,10000.0,25986.986945264347,30-44
non,bac+2,regions_touristiques_services,non,3789,célibataire,,0.9,,650.39,12835.593322109184,45-59
oui,doctorat,regions_tertiaires,non,2678,divorcé,1.0,0.54,,10000.0,903.4680696444676,30-44
non,doctorat,regions_tertiaires,oui,2025,divorcé,0.0,0.68,446.0,10000.0,500.0,45-59
non,doctorat,regions_touristiques_services,non,1427,divorcé,3.0,0.63,688.0,902.49,15034.320179440205,45-59
oui,bac,regions_touristiques_services,non,2606,divorcé,,0.57,493.0,10000.0,1316.132966365705,45-59
non,master,regions_tertiaires,oui,4646,divorcé,,0.37,,10000.0,19907.42722781192,60+
non,aucun,regions_tertiaires,oui,1890,célibataire,,0.45,,1099.66,500.0,60+
oui,master,regions_touristiques_services,non,2486,divorcé,,0.69,,,29673.67434788549,30-44
non,doctorat,regions_tertiaires,oui,1991,marié,3.0,0.71,,936.2,9205.21598689522,60+
non,bac+2,Provence-Alpes-Côte d’Azur,non,2849,célibataire,4.0,0.55,309.0,10000.0,14858.391477912968,45-59
oui,bac,regions_touristiques_services,oui,2884,,,0.95,,10000.0,500.0,60+
non,master,region_parisienne,oui,3825,veuf,,0.81,,5000.0,11426.977659383076,60+
oui,doctorat,region_parisienne,non,1115,,,0.16,492.0,,39623.80585181581,30-44
non,aucun,regions_touristiques_services,non,2754,,,0.67,563.0,,500.0,60+
oui,bac,Provence-Alpes-Côte d’Azur,non,1784,,5.0,0.91,,5000.0,9198.55668405212,18-29
oui,bac+2,regions_touristiques_services,oui,1315,marié,0.0,0.65,789.0,345.86,500.0,45-59
non,doctorat,regions_touristiques_services,oui,3139,célibataire,0.0,0.18,,10000.0,500.0,30-44
oui,master,regions_touristiques_services,oui,2875,veuf,,0.5,,5000.0,19100.442892977928,60+
oui,doctorat,regions_touristiques_services,non,2900,,,0.13,410.0,5000.0,13855.130294272049,60+
non,aucun,regions_touristiques_services,oui,2266,,2.0,0.7,345.0,,500.0,60+
non,bac+2,regions_touristiques_services,non,3953,veuf,,0.94,,971.84,24875.954465977877,45-59
oui,bac,regions_touristiques_services,non,3766,veuf,,0.91,,10000.0,24433.988767578816,18-29
oui,aucun,regions_touristiques_services,non,4773,divorcé,,0.81,537.0,1325.3,25610.99459208329,30-44
non,bac,regions_touristiques_services,oui,2794,divorcé,,0.18,602.0,,500.0,45-59
oui,aucun,regions_tertiaires,non,2551,célibataire,,0.56,755.0,10000.0,9151.581011044029,30-44
oui,bac,regions_touristiques_services,non,2951,marié,,0.95,669.0,10000.0,12659.636847747202,30-44
oui,doctorat,regions_tertiaires,non,1315,divorcé,3.0,0.36,312.0,,27055.75851239357,18-29
oui,master,region_parisienne,non,3868,célibataire,,0.67,784.0,5000.0,45189.67449178655,60+
oui,bac+2,region_parisienne,non,3776,veuf,5.0,0.28,808.0,1208.54,36777.334147647125,60+
non,aucun,regions_tertiaires,non,2750,divorcé,4.0,0.28,649.0,660.65,500.0,60+
non,bac+2,Provence-Alpes-Côte d’Azur,non,3071,,,0.26,650.0,10000.0,3997.2936118799153,30-44
oui,master,Provence-Alpes-Côte d’Azur,non,2204,divorcé,2.0,0.07,,10000.0,500.0,30-44
oui,master,regions_industrielles,non,500,marié,1.0,0.73,,,16975.72079082583,18-29
non,bac+2,regions_touristiques_services,non,2256,,0.0,0.05,,5000.0,12346.94459500908,60+
oui,bac,regions_industrielles,oui,1222,célibataire,,0.54,309.0,10000.0,500.0,30-44
oui,bac+2,regions_tertiaires,non,2188,,,0.18,358.0,,500.0,18-29
oui,doctorat,regions_touristiques_services,non,2876,divorcé,,0.01,,10000.0,32359.561476291638,18-29
non,doctorat,regions_touristiques_services,non,2145,divorcé,0.0,0.12,,10000.0,25010.283170057985,45-59
oui,master,regions_touristiques_services,oui,1819,célibataire,,0.83,512.0,10000.0,7756.778962760228,18-29
oui,bac+2,regions_touristiques_services,oui,1429,,4.0,0.06,,5000.0,500.0,18-29
non,doctorat,regions_touristiques_services,oui,1206,,0.0,0.58,839.0,10000.0,500.0,60+
non,aucun,region_parisienne,non,3935,,0.0,0.67,538.0,,500.0,45-59
oui,bac+2,regions_touristiques_services,oui,3802,célibataire,1.0,0.87,598.0,1124.77,20390.17432466051,30-44
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,500,divorcé,3.0,0.46,687.0,5000.0,500.0,45-59
oui,aucun,region_parisienne,non,1018,marié,5.0,0.42,388.0,,12709.66673271385,45-59
oui,aucun,regions_touristiques_services,oui,500,,,0.53,652.0,,500.0,18-29
non,aucun,regions_tertiaires,oui,500,divorcé,,0.88,,,500.0,30-44
oui,doctorat,regions_touristiques_services,non,2588,célibataire,4.0,0.72,,,23329.68878507518,60+
oui,bac,regions_tertiaires,oui,2614,,4.0,0.01,,,500.0,30-44
oui,master,regions_tertiaires,oui,500,divorcé,,0.5,707.0,,15392.295970924284,18-29
non,bac+2,regions_touristiques_services,non,1018,célibataire,2.0,0.63,,10000.0,9781.364894180851,60+
oui,bac,regions_tertiaires,oui,3122,divorcé,,0.71,,,500.0,45-59
oui,doctorat,regions_tertiaires,oui,3508,célibataire,,0.59,,475.19,12581.263745999024,30-44
non,master,regions_tertiaires,non,2912,veuf,3.0,0.34,,,17852.537359250768,18-29
oui,bac,regions_touristiques_services,non,2033,veuf,5.0,0.85,,5000.0,13669.31886405003,30-44
oui,aucun,regions_tertiaires,non,2126,veuf,,0.17,435.0,590.77,500.0,18-29
oui,aucun,regions_industrielles,oui,3443,célibataire,0.0,0.26,,10000.0,500.0,18-29
non,aucun,regions_tertiaires,oui,2029,marié,,0.1,604.0,10000.0,500.0,45-59
oui,bac,regions_touristiques_services,oui,1340,veuf,,0.4,846.0,5000.0,500.0,18-29
non,doctorat,regions_tertiaires,non,4516,célibataire,,0.13,,840.47,38541.069965995455,30-44
oui,bac,regions_touristiques_services,oui,1685,divorcé,2.0,0.35,,666.15,14051.63539734849,18-29
non,doctorat,region_parisienne,non,2371,veuf,3.0,0.87,,10000.0,27124.288015359627,60+
oui,bac,regions_touristiques_services,non,2669,marié,2.0,0.9,,5000.0,8625.077310819364,18-29
oui,aucun,regions_tertiaires,non,1341,veuf,,0.35,,,533.2542665988346,30-44
oui,bac+2,region_parisienne,oui,1893,,3.0,0.35,656.0,5000.0,12612.621374535289,45-59
non,bac+2,regions_touristiques_services,oui,666,divorcé,,0.28,,10000.0,500.0,30-44
non,bac+2,regions_touristiques_services,non,1007,veuf,4.0,0.95,,,17814.3603129932,60+
oui,master,regions_touristiques_services,non,2751,,,0.11,619.0,10000.0,21547.762193051796,60+
non,bac,regions_tertiaires,oui,1016,marié,,0.54,,926.22,500.0,30-44
oui,master,regions_touristiques_services,oui,2768,,,0.05,445.0,784.61,24740.067375375944,60+
oui,doctorat,regions_tertiaires,oui,3297,marié,,0.79,,5000.0,28744.607273790425,45-59
non,doctorat,regions_touristiques_services,non,3128,divorcé,1.0,0.84,,5000.0,3833.354102818864,45-59
non,bac+2,regions_touristiques_services,oui,1861,divorcé,4.0,0.24,348.0,10000.0,500.0,45-59
oui,bac,regions_industrielles,oui,3635,divorcé,2.0,0.89,740.0,,500.0,30-44
non,master,regions_touristiques_services,non,1824,veuf,,0.35,,,18814.22494175383,60+
oui,aucun,regions_industrielles,non,2447,veuf,,0.76,380.0,10000.0,500.0,30-44
non,aucun,regions_tertiaires,oui,1511,veuf,4.0,0.75,,5000.0,500.0,18-29
oui,doctorat,regions_touristiques_services,non,3030,veuf,3.0,0.13,820.0,5000.0,35348.64876190992,18-29
oui,aucun,regions_tertiaires,oui,2250,marié,,0.32,,5000.0,2837.747092379776,18-29
non,master,regions_tertiaires,oui,2008,,,0.33,,10000.0,8089.155281203223,18-29
oui,bac+2,regions_tertiaires,non,2402,veuf,,0.37,847.0,5000.0,30299.639007403137,30-44
oui,bac+2,regions_industrielles,oui,5598,veuf,5.0,0.43,,992.76,17310.303954491825,30-44
non,aucun,region_parisienne,non,500,marié,4.0,0.29,725.0,,500.0,60+
non,bac+2,regions_touristiques_services,oui,1358,divorcé,,0.91,,,500.0,60+
oui,doctorat,regions_tertiaires,oui,1482,,,0.26,,10000.0,5257.365783336619,18-29
oui,bac,regions_touristiques_services,oui,3078,,5.0,0.67,,10000.0,15942.314525456555,30-44
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,3355,veuf,1.0,0.19,,5000.0,34713.92421117443,18-29
oui,aucun,regions_industrielles,oui,1993,marié,0.0,0.77,488.0,,500.0,18-29
oui,master,regions_industrielles,oui,1348,marié,5.0,0.89,,10000.0,500.0,30-44
oui,doctorat,regions_touristiques_services,oui,3949,divorcé,0.0,0.48,823.0,5000.0,29471.09638797179,45-59
oui,master,regions_touristiques_services,oui,3350,marié,4.0,0.6,673.0,5000.0,500.0,30-44
non,master,region_parisienne,oui,2861,marié,,0.87,326.0,,500.0,60+
oui,bac+2,regions_tertiaires,non,2770,veuf,2.0,1.0,607.0,,1383.1904886237637,30-44
non,master,regions_touristiques_services,non,1250,marié,,0.29,,,12526.54373804893,30-44
oui,bac,regions_tertiaires,non,3245,marié,,0.59,413.0,5000.0,15307.478235672432,18-29
oui,master,regions_touristiques_services,non,2167,marié,,0.98,,558.67,18974.90228833459,18-29
oui,master,regions_tertiaires,non,3265,divorcé,,0.45,,5000.0,22278.1163325614,60+
oui,master,regions_touristiques_services,oui,1121,célibataire,3.0,0.78,,,4161.7405852611,60+
non,master,regions_touristiques_services,oui,2059,divorcé,4.0,0.67,,1053.24,500.0,45-59
oui,aucun,region_parisienne,non,3039,veuf,,0.71,,10000.0,500.0,30-44
oui,aucun,regions_touristiques_services,non,3318,veuf,,0.0,595.0,,27965.85464424405,18-29
oui,master,regions_industrielles,oui,2732,célibataire,,0.71,690.0,413.73,500.0,45-59
non,bac,region_parisienne,oui,2899,veuf,,0.1,,5000.0,500.0,60+
oui,master,regions_tertiaires,non,3057,,,0.84,,5000.0,23367.60483169697,45-59
non,master,regions_tertiaires,non,1576,,2.0,0.18,,10000.0,22458.55901686182,60+
non,bac+2,regions_touristiques_services,oui,1752,veuf,,0.93,576.0,10000.0,500.0,18-29
non,doctorat,regions_touristiques_services,oui,1203,divorcé,0.0,0.61,,,4640.7751736350365,60+
non,bac,regions_touristiques_services,non,3677,célibataire,,0.82,,,19640.22419460089,30-44
oui,master,regions_tertiaires,oui,1890,,,0.81,,,16240.101889991509,45-59
non,bac,region_parisienne,oui,3011,,,0.44,,10000.0,500.0,45-59
non,master,region_parisienne,non,3029,marié,0.0,0.68,,,29295.164946125675,18-29
non,bac,regions_touristiques_services,non,2164,veuf,2.0,0.04,,,500.0,45-59
non,aucun,regions_tertiaires,oui,1419,divorcé,4.0,0.72,392.0,715.22,500.0,18-29
non,bac,regions_industrielles,non,1348,veuf,,0.38,,10000.0,500.0,60+
non,aucun,regions_tertiaires,oui,1658,veuf,3.0,0.89,422.0,10000.0,500.0,60+
non,master,regions_tertiaires,oui,4470,marié,1.0,0.41,359.0,5000.0,15523.149263294406,60+
non,bac,regions_tertiaires,oui,2080,célibataire,,0.51,701.0,446.79,500.0,18-29
non,bac,regions_touristiques_services,oui,1457,marié,,0.23,841.0,765.36,500.0,45-59
non,aucun,regions_touristiques_services,non,1571,veuf,,0.83,353.0,10000.0,7362.2573563601245,30-44
non,master,regions_touristiques_services,oui,3600,veuf,,0.95,,10000.0,500.0,60+
oui,master,regions_tertiaires,non,836,,2.0,0.98,,,500.0,60+
oui,bac+2,regions_industrielles,non,1525,,,0.76,,892.62,5500.693778956136,30-44
non,bac+2,regions_industrielles,non,2522,marié,,0.83,,5000.0,12145.86548008607,30-44
oui,aucun,regions_tertiaires,non,1719,marié,2.0,0.06,,5000.0,9806.122808733253,30-44
oui,master,region_parisienne,oui,3388,,4.0,0.72,476.0,,24219.908897169917,45-59
oui,master,regions_touristiques_services,non,1294,divorcé,3.0,0.42,,,21345.87926073056,60+
oui,master,regions_tertiaires,oui,1393,marié,0.0,0.94,,,500.0,30-44
non,bac,regions_industrielles,non,1913,marié,1.0,0.14,763.0,5000.0,14689.539832612178,60+
oui,bac,region_parisienne,oui,4251,,,0.65,667.0,,24139.43289808985,30-44
non,aucun,regions_tertiaires,non,3067,,,0.77,,722.29,500.0,18-29
oui,aucun,Provence-Alpes-Côte d’Azur,non,1441,,,0.83,,528.19,17333.191692743807,45-59
oui,aucun,regions_touristiques_services,non,1302,,3.0,0.3,,5000.0,500.0,45-59
non,aucun,regions_tertiaires,oui,2666,veuf,0.0,0.03,830.0,10000.0,3738.15122909472,30-44
non,bac+2,regions_industrielles,oui,2381,veuf,4.0,0.13,803.0,5000.0,500.0,30-44
oui,doctorat,regions_touristiques_services,oui,561,veuf,,0.16,436.0,10000.0,500.0,60+
non,doctorat,regions_touristiques_services,oui,1857,veuf,3.0,0.42,641.0,514.64,9969.429447889564,45-59
non,doctorat,regions_tertiaires,oui,1476,marié,3.0,0.18,,,500.0,60+
non,bac+2,regions_touristiques_services,oui,1364,marié,,0.93,,10000.0,500.0,30-44
non,master,regions_touristiques_services,non,3519,,,0.41,801.0,555.71,8423.283941550993,18-29
non,master,region_parisienne,oui,1597,marié,,0.78,819.0,10000.0,13722.77852393368,18-29
oui,bac+2,regions_touristiques_services,non,3950,veuf,5.0,0.29,503.0,,500.0,30-44
oui,master,regions_tertiaires,oui,2490,célibataire,0.0,0.59,451.0,5000.0,500.0,18-29
oui,bac,regions_industrielles,oui,500,,,0.85,,,500.0,18-29
oui,bac,regions_touristiques_services,oui,2512,,3.0,0.03,,317.21,500.0,18-29
oui,doctorat,regions_industrielles,non,2376,,,0.26,,,10393.003486928385,60+
non,bac,Provence-Alpes-Côte d’Azur,oui,4439,veuf,1.0,0.99,644.0,,500.0,30-44
non,doctorat,regions_touristiques_services,non,1002,célibataire,3.0,0.52,,,500.0,60+
oui,aucun,region_parisienne,non,2171,divorcé,4.0,0.15,,5000.0,17768.290622195058,18-29
oui,bac,regions_touristiques_services,non,2644,divorcé,,0.84,311.0,5000.0,1473.506295001098,45-59
oui,master,regions_touristiques_services,non,1078,veuf,3.0,0.9,719.0,5000.0,14489.190386682125,30-44
non,master,Provence-Alpes-Côte d’Azur,oui,3379,divorcé,,0.17,563.0,844.7,500.0,30-44
oui,bac,regions_touristiques_services,non,997,marié,2.0,0.57,789.0,10000.0,15145.615965678611,45-59
non,aucun,Provence-Alpes-Côte d’Azur,oui,4067,célibataire,0.0,0.08,363.0,817.89,500.0,60+
oui,master,region_parisienne,oui,500,célibataire,,0.33,,5000.0,9137.12484796679,30-44
non,aucun,regions_tertiaires,oui,2301,célibataire,2.0,0.21,,5000.0,500.0,45-59
oui,bac,regions_industrielles,oui,2672,veuf,,0.44,,5000.0,500.0,18-29
non,doctorat,regions_industrielles,non,4989,,0.0,0.22,,10000.0,35186.66956429233,30-44
non,aucun,regions_touristiques_services,oui,500,divorcé,3.0,0.16,674.0,5000.0,500.0,18-29
non,doctorat,regions_touristiques_services,oui,2222,divorcé,5.0,0.29,,,500.0,30-44
oui,bac,regions_industrielles,oui,4245,marié,,0.75,,768.25,22393.971918780106,18-29
oui,aucun,Provence-Alpes-Côte d’Azur,oui,2901,marié,,0.69,,,500.0,45-59
oui,doctorat,regions_touristiques_services,oui,1140,célibataire,,0.11,,594.65,9742.60228099591,60+
oui,bac+2,region_parisienne,non,4170,veuf,2.0,0.09,,728.94,35274.274461424524,60+
non,master,regions_industrielles,non,3490,veuf,,0.26,,920.47,500.0,18-29
non,master,region_parisienne,oui,500,célibataire,5.0,0.87,,,17595.253624411256,30-44
oui,master,Provence-Alpes-Côte d’Azur,oui,4520,divorcé,,0.09,,,2141.031470667187,18-29
non,bac+2,regions_touristiques_services,non,2580,,2.0,0.66,,10000.0,500.0,30-44
oui,aucun,regions_tertiaires,oui,2965,marié,1.0,0.49,,1356.26,500.0,18-29
oui,bac,regions_industrielles,non,968,veuf,,0.93,,10000.0,5320.499750109855,60+
non,bac+2,regions_tertiaires,oui,2671,veuf,,0.45,,5000.0,4426.050482485149,45-59
non,bac,Provence-Alpes-Côte d’Azur,oui,3021,,3.0,1.0,,535.11,13391.83680772964,45-59
non,doctorat,region_parisienne,oui,2029,divorcé,,0.38,,5000.0,24902.507596544507,45-59
oui,master,region_parisienne,oui,2673,divorcé,2.0,0.32,,,500.0,18-29
non,doctorat,regions_touristiques_services,non,2945,divorcé,,0.82,753.0,,25172.675224699826,18-29
oui,aucun,regions_touristiques_services,oui,1378,marié,5.0,0.28,,10000.0,500.0,60+
